Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
346,11.850825253582627,0.4285714285714286,0.6666666666666666,0.4353777312816951,0.056866943416143734,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3157894736842105,1.0,0.0,1.0,0.25,0.33333333333333337,0.33333333333333326,0.7976190476190476,0.9333333333333333,1.0,0.0,0.125,0.125,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.5737898465171192,0.38231469440832255,1.0,0.6666666666666666,1.0,1.0,0.40084279103015596,0.5485040797824116,0.0,0.6257693235444686,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333335,1.0,0.5,1.0,0.0,0.7976190476190476,0.0,0.0,0.17065868263473055,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.0,0.3333333333333333,0.75,0.0,0.0,0.0
380,12.095141084822892,0.5714285714285714,0.6666666666666666,0.363599664400446,0.2461307660604355,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.5789473684210527,1.0,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.10714285714285714,0.15,1.0,0.0,0.875,0.875,0.6666666666666666,0.03619909502262444,0.0,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.5796930342384887,0.3888166449934981,1.0,1.0,1.0,1.0,0.43193153090528646,0.7189483227561196,0.0,0.7633209070120159,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.5,0.75,0.5,0.10714285714285714,0.5,0.5,0.39670658682634735,0.5,1.0,1.0,0.25510204081632654,0.37058823529411766,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.75,0.3333333333333333,0.75,0.0,0.0,0.0
383,12.271392111650817,0.5714285714285714,0.6666666666666666,0.6102977452173723,0.3512512783378856,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.6842105263157894,0.8,0.0,1.0,1.0,0.4999999999999999,0.33333333333333326,0.011904761904761904,0.016666666666666666,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.8,0.0,0.0,0.0,0.5543093270365997,0.3608582574772432,1.0,1.0,1.0,1.0,0.3704876671324593,0.7778785131459656,0.0,0.761586143615566,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.5,0.5,0.011904761904761904,1.0,0.5,0.6601796407185629,0.5,1.0,1.0,0.36734693877551017,0.31176470588235294,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
388,11.736069016284437,0.8571428571428571,0.6666666666666666,0.5270959937703319,0.1481314232414297,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.15789473684210525,0.8,0.0,1.0,0.5,0.33333333333333337,0.6666666666666667,0.39285714285714285,0.55,0.5,0.0,0.125,0.125,0.6666666666666666,0.576923076923077,0.0,1.0,0.5,0.0,0.5,0.5,0.4,0.41705221414408455,0.0,0.0,0.24203069657615112,0.4271781534460338,1.0,1.0,1.0,1.0,0.5293125774532719,0.0,0.0,0.274521637566413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.5,0.25,0.0,0.38095238095238093,0.0,0.0,0.23053892215568866,0.5,1.0,1.0,0.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.8181818181818182,0.75,0.3333333333333333,0.5,0.0,0.0,0.0
389,12.160028707028767,0.0,0.6666666666666666,0.7566035076951438,0.36320283994494496,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.6842105263157894,0.8,0.0,1.0,0.75,0.4999999999999999,0.33333333333333326,0.10714285714285714,0.13333333333333333,1.0,0.0,0.875,0.875,0.6666666666666666,0.28280542986425344,0.5,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.8665879574970483,0.7048114434330299,1.0,1.0,1.0,1.0,0.7697460503700579,0.0,0.0,0.5590454892757375,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3333333333333335,1.0,0.0,0.5,0.5,0.10714285714285714,1.0,0.5,0.5673652694610778,0.5,1.0,1.0,0.3061224489795918,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
396,11.76756768334381,0.0,0.6666666666666666,0.4758393512768846,0.37940740611344204,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.15789473684210525,0.8,0.0,1.0,0.75,0.16666666666666663,0.6666666666666667,0.6428571428571428,0.9,1.0,0.0,0.25,0.25,0.3333333333333333,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.2,0.488433575677462,0.0,0.0,0.23907910271546634,0.49414824447334205,1.0,0.0,1.0,1.0,0.544031121059561,0.0,0.0,0.2919392486319996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.0,0.5,0.5,0.6428571428571428,0.0,0.0,0.595808383233533,0.5,1.0,1.0,0.11224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,1.0,0.3333333333333333,0.75,0.0,0.0,0.0
402,12.01364014498549,0.0,0.6666666666666666,0.4353777312816951,0.30811853193630245,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.6842105263157894,0.8,0.0,1.0,0.75,0.4999999999999999,0.33333333333333326,0.011904761904761904,0.016666666666666666,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.015862524785194974,0.0,0.0,0.7591499409681227,0.6020806241872562,1.0,1.0,1.0,1.0,0.6631094809770843,0.0,0.0,0.4328540439304449,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3333333333333335,1.0,0.5,1.0,0.5,0.011904761904761904,0.5,0.5,0.3023952095808384,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0
410,12.73596533201339,0.5714285714285714,1.0,0.6759426863074451,0.4775610562204857,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.894736842105263,0.8,0.0,1.0,1.0,0.6666666666666666,0.33333333333333326,0.011904761904761904,0.0,1.0,0.0,0.875,0.875,1.0,0.22624434389140274,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5214805023132848,0.0,0.0,0.1446280991735537,0.42262678803641096,1.0,1.0,1.0,1.0,0.4686794726184429,0.9320036264732547,0.0,0.9126835273121605,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.9550898203592815,0.5,1.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,1.0,1.0,0.0,0.0,0.0
416,12.106992367829498,0.0,0.6666666666666666,0.5394651155467649,0.32026032867644627,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.5789473684210527,0.8,0.0,1.0,0.75,0.4999999999999999,0.33333333333333326,0.0,0.0,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.015862524785194974,0.0,0.0,0.7768595041322314,0.6215864759427828,1.0,1.0,1.0,1.0,0.6830084015017652,0.0,0.0,0.4564020027227693,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3333333333333335,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.2964071856287425,0.5,1.0,1.0,0.25510204081632654,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,1.0,1.0,0.0,0.0,0.0
417,11.915051671812877,0.5714285714285714,0.6666666666666666,0.5516659447241818,0.21773430266018412,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.21052631578947367,0.8,0.0,1.0,1.0,0.33333333333333337,0.9999999999999998,0.3333333333333333,0.4666666666666667,0.5,0.0,0.375,0.375,0.6666666666666666,0.45927601809954754,0.0,1.0,0.5,0.0,0.5,0.0,0.4,0.13813615333773957,0.0,0.0,0.27331759149940965,0.18725617685305593,1.0,0.0,1.0,1.0,0.0764683340340877,0.6600181323662738,0.0,0.5019563104407414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.5,0.75,0.5,0.3333333333333333,0.5,0.5,0.3622754491017965,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.0,0.3333333333333333,0.75,0.0,0.0,0.0
419,11.744037185933616,0.4285714285714286,0.6666666666666666,0.363599664400446,0.24982315311241,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.15789473684210525,0.8,0.0,1.0,0.25,0.16666666666666663,0.6666666666666667,0.7976190476190476,0.95,1.0,0.0,0.125,0.125,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.4,0.2062128222075347,0.0,0.0,0.26210153482880755,0.2418725617685306,1.0,0.3333333333333333,0.0,0.0,0.17997976927082338,0.34270172257479603,0.0,0.282808457626901,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.0,0.5,0.0,0.7976190476190476,0.0,0.0,0.06287425149700598,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.25,0.3333333333333333,0.25,0.0,0.0,0.0
428,11.59917655301345,0.0,0.6666666666666666,0.5873029696399534,0.2918310764406442,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.10526315789473684,0.8,0.0,1.0,0.75,0.0,0.6666666666666667,0.6071428571428571,0.85,0.5,0.0,0.125,0.125,0.3333333333333333,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.19035029742233972,0.0,0.0,0.3654073199527745,0.34005201560468146,1.0,1.0,1.0,1.0,0.3400159189266718,0.0,0.0,0.050512003024660856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5238095238095237,0.0,0.0,0.23053892215568866,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
434,12.106252310247962,0.5714285714285714,0.6666666666666666,0.8216810668547225,0.48048970344462827,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.5789473684210527,0.8,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.13095238095238093,0.16666666666666666,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.5466351829988193,0.35240572171651496,1.0,1.0,1.0,1.0,0.35823566305083876,0.614687216681777,0.0,0.6434244103500717,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.5,0.75,0.5,0.13095238095238093,0.5,0.5,0.407185628742515,0.5,1.0,1.0,0.0,0.21176470588235294,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
443,12.000891794590137,0.4285714285714286,0.3333333333333333,0.23527439625113544,0.03186578790847694,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3157894736842105,0.8,0.0,1.0,0.25,0.16666666666666663,0.9999999999999998,0.9285714285714285,0.26666666666666666,1.0,0.0,0.125,0.125,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.6363636363636364,0.45123537061118335,1.0,0.0,1.0,1.0,0.5316530087790445,0.40344514959202177,0.0,0.6231280766263074,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.9285714285714285,0.0,0.5,0.24251497005988026,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
446,11.755871643580617,0.0,0.6666666666666666,0.5394651155467649,0.4031651431004395,0.0,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.15789473684210525,0.8,0.0,1.0,0.75,0.33333333333333337,0.33333333333333326,0.6309523809523809,0.8833333333333333,0.5,0.0,0.25,0.25,0.3333333333333333,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.8476977567886659,0.6840052015604682,1.0,0.3333333333333333,1.0,1.0,0.8864289001881556,0.0,0.0,0.6971254889360026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.5,1.0,0.5,0.6309523809523809,0.0,0.5,0.4221556886227545,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.9090909090909091,0.75,0.0,0.75,0.0,0.0,0.0
449,11.691071650353702,0.4285714285714286,0.3333333333333333,0.20010333503056055,0.2924926613211456,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,0.8,0.0,1.0,0.25,0.33333333333333337,0.6666666666666667,0.8214285714285714,0.9333333333333333,1.0,0.0,0.125,0.125,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.4604486422668241,0.25747724317295195,1.0,0.0,1.0,1.0,0.20744548718919997,0.5403445149592022,0.0,0.48397331918473263,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.5,1.0,0.0,0.8214285714285714,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.0,0.3333333333333333,0.75,0.0,0.0,0.0
454,12.254862809699606,0.5714285714285714,1.0,0.5637029994310061,0.32942963297905603,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.894736842105263,0.8,0.0,1.0,1.0,0.6666666666666666,0.33333333333333326,0.011904761904761904,0.016666666666666666,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.4533648170011806,0.24967490247074123,1.0,1.0,1.0,1.0,0.2141798607049612,0.728921124206709,0.0,0.6343073414359628,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.3333333333333335,1.0,0.0,0.5,0.5,0.011904761904761904,1.0,0.5,0.7155688622754492,0.5,1.0,1.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.75,0.3333333333333333,0.75,0.0,0.0,0.0
456,12.075394321888057,0.0,0.6666666666666666,0.6215777318241615,0.3818654675458353,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.42105263157894735,0.8,0.0,1.0,0.75,0.4999999999999999,0.6666666666666667,0.40476190476190477,0.5666666666666667,0.5,0.0,0.375,0.375,0.6666666666666666,0.7239819004524888,0.0,1.0,0.5,0.0,0.5,0.0,0.4,0.6054196959682749,0.0,0.0,0.19244391971664698,0.5578673602080625,1.0,0.3333333333333333,1.0,1.0,0.6162641146388719,0.0,0.0,0.377418234999233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.5,0.75,0.5,0.40476190476190477,0.0,0.5,0.4940119760479042,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
461,12.481561937216318,0.5714285714285714,1.0,0.5637029994310061,0.23414017950127874,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.894736842105263,1.0,0.0,1.0,1.0,0.6666666666666666,0.33333333333333326,0.0,0.0,1.0,0.0,0.875,0.875,1.0,0.24886877828054302,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.3595505617977528,0.0,0.0,0.17001180637544272,0.2912873862158648,1.0,1.0,1.0,1.0,0.2641639688769688,1.0,0.0,0.8385337018635672,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5299401197604792,0.5,1.0,1.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.75,1.0,1.0,0.0,0.0,0.0
464,12.147913731356642,0.7142857142857143,0.6666666666666666,0.5516659447241818,0.5623507973312858,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.631578947368421,0.8,0.0,1.0,1.0,0.33333333333333337,0.9999999999999998,0.8809523809523809,0.21666666666666667,0.5,0.0,0.75,0.75,0.3333333333333333,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.6000000000000001,0.2154659616655651,0.0,0.0,0.22963400236127507,0.21521456436931077,1.0,0.3333333333333333,1.0,0.3333333333333333,0.28193986881183264,0.7352674524025385,0.0,0.6791138580629124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.5,1.0,0.0,0.8214285714285714,0.0,0.0,0.06287425149700598,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
468,11.894780707439258,0.7142857142857143,0.6666666666666666,0.6102977452173723,0.3716455410395474,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.10526315789473684,0.0,0.0,1.0,1.0,0.16666666666666663,0.9999999999999998,0.7738095238095237,0.2,1.0,0.0,0.125,0.125,1.0,0.5067873303167422,0.0,1.0,0.5,0.0,0.5,0.0,0.6000000000000001,0.25512227362855255,0.0,0.0,0.20188902007083825,0.22366710013003901,1.0,1.0,1.0,1.0,0.3214104358274925,0.6854034451495921,0.0,0.66904123293242,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,1.0,1.0,0.5,0.7738095238095237,0.0,0.0,0.17065868263473055,0.5,1.0,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
469,12.429216196844383,0.0,0.6666666666666666,0.8035643474287175,0.5234823398587825,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.9473684210526315,0.8,0.0,1.0,0.75,0.6666666666666666,0.33333333333333326,0.011904761904761904,0.016666666666666666,1.0,0.0,0.875,0.875,1.0,0.5610859728506787,0.5,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.959858323494687,0.8075422626788036,1.0,1.0,1.0,1.0,0.8573346215818001,0.0,0.0,0.6626959392091658,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.5,1.0,0.5,0.011904761904761904,1.0,1.0,1.0000000000000002,0.5,1.0,1.0,0.0,0.2588235294117647,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
470,12.138863895836725,0.5714285714285714,0.6666666666666666,0.5755806182566703,0.3552838479502656,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.47368421052631576,0.6000000000000001,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.17857142857142855,0.25,1.0,0.0,0.375,0.375,0.6666666666666666,0.2714932126696833,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.28155981493721083,0.0,0.0,0.23966942148760328,0.2912873862158648,1.0,1.0,1.0,1.0,0.2641639688769688,0.7960108794197642,0.0,0.7099763724935713,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.0,0.5,0.5,0.17857142857142855,1.0,0.5,0.46107784431137727,0.5,1.0,1.0,0.36734693877551017,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
477,12.249610947544657,0.0,0.6666666666666666,0.5637029994310061,0.6359711765164882,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6842105263157894,0.8,0.0,1.0,0.75,0.33333333333333337,0.33333333333333326,0.13095238095238093,0.16666666666666666,1.0,0.0,0.875,0.875,0.6666666666666666,0.4864253393665159,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.6569729015201586,0.0,0.0,0.2857142857142857,0.7113133940182055,1.0,1.0,1.0,1.0,0.7780258156562709,0.0,0.0,0.5688435871940669,1.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.5,0.75,0.5,0.13095238095238093,0.5,0.5,0.46407185628742514,0.5,1.0,1.0,0.3571428571428571,0.22941176470588234,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
479,12.601487417784837,0.0,0.6666666666666666,0.6102977452173723,0.46520524861895396,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.6842105263157894,0.8,0.0,1.0,0.75,0.6666666666666666,0.33333333333333326,0.023809523809523808,0.016666666666666666,0.5,0.0,0.875,0.875,1.0,0.7601809954751132,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.8512888301387971,0.0,0.0,0.24616292798110978,0.8589076723016906,1.0,1.0,1.0,1.0,0.9013902899119914,0.0,0.0,0.7148304789255766,1.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.5,1.0,0.5,0.023809523809523808,1.0,1.0,0.9401197604790421,0.5,1.0,1.0,0.5306122448979591,0.2588235294117647,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.75,0.3333333333333333,0.75,0.0,0.0,0.0
487,11.957611286231675,0.0,0.6666666666666666,0.6102977452173723,0.4381798421662344,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.10526315789473684,0.8,0.0,1.0,0.75,0.16666666666666663,0.9999999999999998,0.5,0.7,0.5,0.0,0.125,0.125,0.6666666666666666,0.3800904977375566,0.0,1.0,0.5,0.0,0.5,0.0,0.4,0.5525446133509583,0.0,0.0,0.13990554899645807,0.4479843953185956,1.0,0.0,1.0,1.0,0.48772225552622483,0.0,0.0,0.2253045362828079,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333335,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.4745508982035928,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
493,12.059803326028716,0.5714285714285714,0.6666666666666666,0.8654335056300848,0.7751810703530051,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.5789473684210527,0.8,0.0,1.0,1.0,0.33333333333333337,0.33333333333333326,0.0,0.0,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.42975206611570244,0.22366710013003901,1.0,0.6666666666666666,1.0,1.0,0.1468123823543701,0.6600181323662738,0.0,0.5427454761908557,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.34580838323353297,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,1.0,0.0,0.0,0.0
499,11.77528972943772,0.0,0.6666666666666666,0.4353777312816951,0.2131639976461024,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.21052631578947367,0.8,0.0,1.0,0.75,0.16666666666666663,0.9999999999999998,0.5,0.08333333333333333,0.5,0.0,0.375,0.375,0.6666666666666666,0.20135746606334842,0.0,1.0,1.0,0.0,0.5,0.0,0.4,0.2974223397224058,0.0,0.0,0.24439197166469892,0.31209362808842656,1.0,1.0,1.0,1.0,0.33222998588878916,0.0,0.0,0.041298295672622665,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.1347305389221557,0.5,1.0,1.0,0.16326530612244897,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.4545454545454545,0.75,0.3333333333333333,0.75,0.0,0.0,0.0
502,12.33138283649562,0.5714285714285714,1.0,0.5637029994310061,0.39886676914051833,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.894736842105263,0.8,0.0,1.0,1.0,0.4999999999999999,0.33333333333333326,0.03571428571428571,0.05,1.0,0.0,0.875,0.875,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.2643754130865829,0.0,0.0,0.27508854781582054,0.31339401820546164,1.0,0.6666666666666666,1.0,1.0,0.2993633369146753,0.8177697189483227,0.0,0.7446658702301772,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.6666666666666665,1.0,0.0,0.5,0.5,0.03571428571428571,1.0,0.5,0.6062874251497006,0.5,1.0,1.0,0.0,0.6352941176470588,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
507,12.2783933071098,0.5714285714285714,0.6666666666666666,0.6215777318241615,0.37796300849849107,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.47368421052631576,0.8,0.0,1.0,1.0,0.6666666666666666,0.33333333333333326,0.15476190476190477,0.2,1.0,0.0,0.875,0.875,0.6666666666666666,0.28280542986425344,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.2511566424322538,0.0,0.0,0.2343565525383707,0.25552665799739926,1.0,1.0,1.0,1.0,0.4811453758628632,0.7669990933816863,0.0,0.8255539338177575,0.0,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.5,0.75,0.5,0.15476190476190477,1.0,0.5,0.40868263473053895,0.5,1.0,1.0,0.46428571428571425,0.4764705882352941,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.0,0.3333333333333333,0.75,0.0,0.0,0.0
